Start Date,End Date,Country Name,ISO,Location,Latitude,Longitude,Magnitude Value,Magnitude Scale,Disaster Type,Disaster subtype,Total deaths,Total affected,Total damage ($),Disaster Name,Disaster Year,Disaster No.
11/7/06,17/07/2006,Philippines (the),PHL,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",24,112.11,120,Kph,Storm,Tropical cyclone,37,51680,3000,BILIS,2006,2006-0362
11/7/06,19/07/2006,Viet Nam,VNM,"Bac Kan, Lang Son, Vinh Phuc, Cao Bang, Thai Nguyen, Ha Giang provinces",24,112.11,,Kph,Storm,Tropical cyclone,17,2000,,BILIS,2006,2006-0362
24/07/2006,28/07/2006,Philippines (the),PHL,Region III (Central Luzon) province,26.39,117.39,,Kph,Storm,Tropical cyclone,4,200355,471,KAEMI,2006,2006-0388
2/8/06,6/8/06,Philippines (the),PHL,Quirino district (Region II (Cagayan Valley) province),21.11,110.11,,Kph,Storm,Tropical cyclone,6,15000,135000,PRAPIROON,2006,2006-0410
30/06/2006,2/8/06,Philippines (the),PHL,"Tarlac, Zambales, Nueva Ecija districts (Region III (Central Luzon) provinces)",15.86,120.74,,Kph,Storm,Tropical cyclone,8,476027,645,HENRY,2006,2006-0415
18/09/2006,5/10/06,Bangladesh,BGD,"Hatiya area (Noakhali district, Chittagong province), Bagerhat district (Khulna province), Patuakhali, Barguna districts (Barisal province)",19.73,83.75,,Kph,Storm,Tropical cyclone,115,9135,,,2006,2006-0510
18/09/2006,5/10/06,India,IND,"Andhra Pradesh, West Bengal, Bihar provinces",19.73,83.75,,Kph,Storm,Tropical cyclone,114,150300,,,2006,2006-0510
27/09/2006,6/10/06,Philippines (the),PHL,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas) provinces",16.68,107.21,160,Kph,Storm,Tropical cyclone,228,3842406,113000,XANGSANE (MILENYO),2006,2006-0517
27/09/2006,6/10/06,Viet Nam,VNM,"Ha Tinh, Thua Thien - Hue, Da Nang City, Quang Nam, Quang Ngai provinces",16.68,107.21,148,Kph,Storm,Tropical cyclone,71,1467925,624000,XANGSANE (MILENYO),2006,2006-0517
30/10/2006,1/11/06,Philippines (the),PHL,"Cagayan, Quirino, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), Aurora district (Region III (Central Luzon) province), La Union district (Region I (Ilocos region) province)",17.02,121.82,230,Kph,Storm,Tropical cyclone,34,283021,9077,CIMARON (PAENG),2006,2006-0600
13/11/2006,13/11/2006,Philippines (the),PHL,"Isabela district (Region II (Cagayan Valley) province), Aurora, Nueva Ecija districts (Region III (Central Luzon) province)",,,130,Kph,Storm,Tropical cyclone,6,21260,,QUEENIE (CHEBI),2006,2006-0610
30/11/2006,8/12/06,Philippines (the),PHL,"Albay, Catanduanes, Camarines Norte, Camarines Sur, Sorsogon districts (Region V (Bicol region) province), Mindoro Occidental, Mindoro Oriental, Marinduque districts (Region IV (Southern Tagalog) province), Batangas, Laguna districts (Region IV-A (Calabarzon) province)",10.33,106.74,195,Kph,Storm,Tropical cyclone,1399,2562517,66400,DURIAN (REMING),2006,2006-0648
30/11/2006,8/12/06,Viet Nam,VNM,"Ba Ria-Vung Tau, Ben Tre, Binh Thuan, Vinh Long, Tien Giang, Khanh Hao, An Giang, Tra Vinh, Long An, Dong Thap, Ho Chi Ming City, Can Tho City provinces",10.33,106.74,,Kph,Storm,Tropical cyclone,95,1226360,456000,DURIAN (REMING),2006,2006-0648
20/11/2006,20/11/2006,Viet Nam,VNM,Quang Ninh province,,,,Kph,Storm,Convective storm,13,,10000,,2006,2006-0659
11/12/06,11/12/06,Philippines (the),PHL,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,150,Kph,Storm,Tropical cyclone,42,327542,,UTOR (SENIANG),2006,2006-0667
5/4/06,6/4/06,Bangladesh,BGD,Dhaka province,,,,Kph,Storm,Tropical cyclone,9,1465,,,2006,2006-0737
8/4/06,8/4/06,Bangladesh,BGD,"Tangail district (Dhaka province), Sirajganj district (Rajshahi province)",,,,Kph,Storm,Tropical cyclone,22,1500,,,2006,2006-0738
22/04/2006,24/04/2006,Bangladesh,BGD,"Rajshahi, Khulna provinces",,,,Kph,Storm,--,4,150,,,2006,2006-0739
2/5/06,2/5/06,India,IND,"Uttar Pradesh, Gujarat provinces",,,,Kph,Storm,Convective storm,76,,,,2006,2006-0740
15/05/2007,15/05/2007,Bangladesh,BGD,"Cox's Bazar, Chittagong districts (Chittagong province)",,,88,Kph,Storm,Tropical cyclone,41,225,,,2007,2007-0227
8/8/07,13/08/2007,Philippines (the),PHL,"National Capital region (NCR), Region III (Central Luzon) provinces",,,,Kph,Storm,Tropical cyclone,7,921462,492,CHEDENG AND DODONG,2007,2007-0346
17/08/2007,24/08/2007,Philippines (the),PHL,"Region III (Central Luzon), Region IV-A (Calabarzon), Region V (Bicol region) provinces",27,119.91,,Kph,Storm,Tropical cyclone,3,380000,492,SEPAT,2007,2007-0380
17/09/2007,25/09/2007,Philippines (the),PHL,Negros Occidental district (Region VI (Western Visayas) province),38.57,125.83,,Kph,Storm,Tropical cyclone,2,30000,,WIPHA/GORING,2007,2007-0457
29/09/2007,12/10/07,Viet Nam,VNM,"Quang Binh, Ha Tinh, Quang Tri, Quang Ngai, Quang Nam, Son La, Yen Bai, Hoa Binh, Thai Binh, Thanh Hoa, Nghe An, Ninh Binh provinces",17.07,106.9,117,Kph,Storm,Tropical cyclone,96,685430,191000,LEKIMA,2007,2007-0463
29/09/2007,12/10/07,Philippines (the),PHL,"Ifugao, Kalinga districts (Cordillera Administrative region (CAR) province)",17.07,106.9,,Kph,Storm,Tropical cyclone,8,2000,,LEKIMA,2007,2007-0463
15/11/2007,19/11/2007,Bangladesh,BGD,"Bagerhat, Khulna, Satkhira districts (Khulna province), Patuakhali, Barguna, Pirojpur, Barisal, Jhalokati, Bhola districts (Barisal province), Madaripur, Gopalganj, Shariatpur districts (Dhaka province)",22.61,90.15,250,Kph,Storm,Tropical cyclone,4234,8978541,2300000,SIDR,2007,2007-0556
15/11/2007,15/11/2007,India,IND,"West Bengal, Orissa provinces",,,,Kph,Storm,Tropical cyclone,,,,SIDR,2007,2007-0556
4/11/07,6/11/07,Philippines (the),PHL,"Isabela, Cagayan districts (Region II (Cagayan Valley) province)",17.57,121.76,25810,Kph,Storm,Tropical cyclone,8,33884,2971,KABAYAN (PEIPAH),2007,2007-0560
25/11/2007,2/12/07,Philippines (the),PHL,"Isabela district (Region II (Cagayan Valley) province), Camarines Sur, Camarines Norte districts (Region V (Bicol region) province)",17.08,122.01,170,Kph,Storm,Tropical cyclone,29,443115,5000,MITAG (MINA) (23),2007,2007-0576
18/11/2007,23/11/2007,Philippines (the),PHL,"Region VII (Central Visayas), Region X (Northern Mindanao) provinces",124.83,124.83,129,Kph,Storm,Tropical cyclone,20,35333,1000,HAGIBIS (LANDO) (24),2007,2007-0578
29/09/2007,30/09/2007,Philippines (the),PHL,"Region V (Bicol region), Region X (Northern Mindanao), Region XII (Soccsksargen) Region XIII (Caraga), Cordillera Administrative region (CAR), National Capital region (NCR) provinces",,,,Kph,Storm,Tropical cyclone,11,12515,260,HANNA,2007,2007-0667
18/09/2007,18/09/2007,Philippines (the),PHL,"Region IV (Southern Tagalog), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,,Kph,Storm,Tropical cyclone,1,64000,,GORING,2007,2007-0668
13/04/2008,13/04/2008,Philippines (the),PHL,"Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,175,Kph,Storm,Tropical cyclone,1,,16000,NEOGURI(AMBO),2008,2008-0155
2/5/08,3/5/08,Myanmar,MMR,"Labutta, Mawlamyinegyunn areas (Myaungmya district, Ayeyawaddy province), Ngapudaw area (Pathein district, Ayeyawaddy province), Bogale, Dedaye, Kyaiklat areas (Pyapon district, Ayeyawaddy province), Kungyangon, Kawhmu, Twantay, Kyauktan areas (Yangon(S) district, Yangon province), Bago (E), Bago (W), Kayin, Kayar, Mon provinces",,,215,Kph,Storm,Tropical cyclone,138366,2420000,4000000,NARGIS,2008,2008-0184
27/04/2008,3/5/08,Sri Lanka,LKA,"Colombo, Kalutara, Gampaha districts (Western province), Ratnapura, Kegalle districts (Sabaragamuwa province), Puttalam district (North Western province), Nuwara Eliya district (Central province), Galle district (Southern province)",,,,Kph,Storm,Tropical cyclone,9,50000,,NARGIS,2008,2008-0184
2/5/08,3/5/08,Thailand,THA,Tak province,,,,Kph,Storm,Tropical cyclone,,1000,,NARGIS,2008,2008-0184
18/05/2008,18/05/2008,Philippines (the),PHL,"Pangasinan, La Union districts (Region I (Ilocos region) province), Zambales district (Region III (Central Luzon) province)",,,95,Kph,Storm,Tropical cyclone,64,1496668,99174,HALONG (COSME),2008,2008-0197
21/06/2008,23/06/2008,Philippines (the),PHL,"Aklan, Antique, Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province), Marinduque, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Masbate district (Region V (Bicol region) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province)",13.16,122.6,170,Kph,Storm,Tropical cyclone,644,4785460,284694,FENGSHEN(FRANCK),2008,2008-0249
28/07/2008,29/07/2008,Philippines (the),PHL,"Piddig, Pasuquin areas (Metropolitan Manila district, National Capital region (NCR) province), Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Abra district (Cordillera Administrative region (CAR) province)",,,,Kph,Storm,Tropical cyclone,10,22081,40,FUNG-WONG(IGME),2008,2008-0292
8/8/08,11/8/08,Viet Nam,VNM,"Lao Cai, Yen Bai, Phu Tho, Bac Kan, Quang Ninh, Ha Giang, Tuyen Quang, Lai Chau, Son La provinces",22.05,105.21,,Kph,Storm,Tropical cyclone,162,57630,120000,KAMMURI(JULIAN),2008,2008-0329
4/8/08,4/8/08,Philippines (the),PHL,"Quezon city (Metropolitan Manila district, National Capital region (NCR) province), Cordillera Administrative region (CAR), Region I (Ilocos region), Region III (Central Luzon) provinces",,,,Kph,Storm,Tropical cyclone,2,4498,,KAMMURI (JULIAN),2008,2008-0329
11/8/08,20/08/2008,Thailand,THA,"Chiang Rai, Loei, Nakhon Phanom, Nan, Nong Khai, Phayao, Phitsanulok, Sakon Nakhon, Udon Thani, Uttaradit provinces",17.31,103.66,,Kph,Storm,Tropical cyclone,,,,KAMMURI (JULIAN),2008,2008-0329
22/08/2008,22/08/2008,Philippines (the),PHL,"Region I (Ilocos region), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",,,150,Kph,Storm,Tropical cyclone,38,429463,33870,NURI (KAREN),2008,2008-0369
25/09/2008,28/09/2008,Viet Nam,VNM,"Lang Son, Son La, Bac Giang, Lao Cai, Quang Ninh, Vinh Phuc provinces",21.9,104.59,,Kph,Storm,Tropical cyclone,46,58511,63000,HAGUPIT (NINA),2008,2008-0426
22/09/2008,22/09/2008,Philippines (the),PHL,"Itogon area (Benguet district, Cordillera Administrative region (CAR) province)",,,,Kph,Storm,Tropical cyclone,37,46132,7420,HAGUPIT (NINA),2008,2008-0426
30/09/2008,30/09/2008,Viet Nam,VNM,"Quang Binh, Ha Tinh provinces",,,102,Kph,Storm,Tropical cyclone,18,31680,6500,MEKKHALA,2008,2008-0437
6/11/08,11/11/08,Philippines (the),PHL,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,,Kph,Storm,Tropical cyclone,19,474,,MAYSAK (QUINTA-SONY),2008,2008-0540
5/11/08,5/11/08,Viet Nam,VNM,Ho Chi Minh City province,,,,Kph,Storm,Tropical cyclone,11,,,MAYSAK (QUINTA-SONY),2008,2008-0540
17/11/2008,20/11/2008,Viet Nam,VNM,"Phu Yen, Khanh Hoa, Binh Dinh, Lam Dong, Ninh Thuan, Quang Nam provinces",15.7,107.71,,Kph,Storm,Tropical cyclone,17,8828,1000,NOUL,2008,2008-0552
13/05/2008,13/05/2008,Philippines (the),PHL,"Lambayong, Esperanza areas (Sultan Kudarat district, Region XII (Soccsksargen) province)",,,,Kph,Storm,Tropical cyclone,1,8390,280,RAMMASUN (BUTCHOY),2008,2008-0609
18/07/2008,18/07/2008,Philippines (the),PHL,"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud areas (Ilocos Norte district, Region I (Ilocos region) province), Luna area (La Union district, Region I (Ilocos region) province), Santa Terisita area (Cagayan district, Region II (Cagayan Valley) province)",,,,Kph,Storm,Tropical cyclone,2,31130,147,HELEN,2008,2008-0621
29/09/2008,29/09/2008,Philippines (the),PHL,"Nueva Ecija, Pampanga districts (Region III (Central Luzon) province)",,,,Kph,Storm,Tropical cyclone,1,27683,,HIGOS (PABLO),2008,2008-0623
22/03/2008,22/03/2008,Bangladesh,BGD,"Jamalpur, Mymensingh, Netrakona, Sherpur districts (Dhaka province), Bogra district (Rajshahi province), Gaibandha, Kurigram districts (Rangpur province), Sunamganj, Sylhet provinces (Sylhet province)",,,100,Kph,Storm,Tropical cyclone,12,200,,,2008,2008-0644
14/05/2008,14/05/2008,India,IND,Uttar Pradesh province,,,110,Kph,Storm,Convective storm,111,50,25000,,2008,2008-0646
27/10/2008,27/10/2008,Bangladesh,BGD,"Barisal, Patuakhali districts (Barisal province)",,,80,Kph,Storm,Tropical cyclone,15,200,,RESHMI,2008,2008-0648
31/03/2009,31/03/2009,India,IND,Kendrapara district (Orissa province),,,,Kph,Storm,Convective storm,15,9050,,,2009,2009-0130
19/04/2009,20/04/2009,Bangladesh,BGD,"Banshkhali, Anowara, Sitakunda, Mirsaharai, Sandwip, Patiya, Boalkhali, Satkania, Chandanaish, City Corportaion of Chittagong (CCC) areas (Chittagong district, Chittagong province), Sadar, Ramu, Chakaria, Pekua, Maheshkhali, Kutubdia areas (Cox's Bazar district, Chittagong province), Hatiya area (Noakhali district, Chittagong province), Charfashion area (Bhola district, Barisal province), Pirganj area (Thakurgao district, Rangpur province)",,,100,Kph,Storm,Tropical cyclone,7,19209,,BIJLI,2009,2009-0157
